timestep,ID,x,y,z,u,v,w,fx,fy,fz,omx,omy,omz,tx,ty,tz
0.002,5,0.002002,0.001001,6.6482e-10,-1.03218e-18,0,6.55724e-07,-3.4029e-22,0,2.31345e-09,0,-4.79201e-50,0,0,-5.08587e-60,0
0.002,6,-6.7853e-22,0.002002,6.6482e-10,-1.01113e-18,0,6.55724e-07,7.93763e-22,0,2.31345e-09,0,-5.00884e-50,0,0,-5.19904e-60,0
0.002,7,0.001001,0.002002,6.6482e-10,-1.02509e-18,0,6.55724e-07,4.98553e-22,0,2.31345e-09,0,-5.02065e-50,0,0,-5.28081e-60,0
0.002,8,0.002002,0.002002,6.6482e-10,-1.03218e-18,0,6.55724e-07,-3.4029e-22,0,2.31345e-09,0,-4.79201e-50,0,0,-5.08587e-60,0
0.002,9,1.86848e-15,0,0.001001,-1.07058e-11,0,6.69423e-07,4.07916e-12,0,2.1565e-09,0,-2.7947e-18,0,0,-1.02431e-27,0
0.002,10,0.001001,0,0.001001,-1.07058e-11,0,6.69423e-07,4.07916e-12,0,2.1565e-09,0,-2.7947e-18,0,0,-1.02431e-27,0
0.002,11,0.002002,0,0.001001,-1.07058e-11,0,6.69423e-07,4.07916e-12,0,2.1565e-09,0,-2.7947e-18,0,0,-1.02431e-27,0
0.002,12,1.86848e-15,0.001001,0.001001,-1.07058e-11,0,6.69423e-07,4.07916e-12,0,2.1565e-09,0,-2.7947e-18,0,0,-1.02431e-27,0
0.002,13,0.001001,0.001001,0.001001,-1.07058e-11,0,6.69423e-07,4.07916e-12,0,2.1565e-09,0,-2.7947e-18,0,0,-1.02431e-27,0
0.002,14,0.002002,0.001001,0.001001,-1.07058e-11,0,6.69423e-07,4.07916e-12,0,2.1565e-09,0,-2.7947e-18,0,0,-1.02431e-27,0
0.002,15,1.86848e-15,0.002002,0.001001,-1.07058e-11,0,6.69423e-07,4.07916e-12,0,2.1565e-09,0,-2.7947e-18,0,0,-1.02431e-27,0
