timestep,ID,x,y,z,u,v,w,fx,fy,fz,omx,omy,omz,tx,ty,tz
0.205,10,0.00100101,0,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,11,0.00200201,0,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,12,1.20736e-08,0.001001,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,13,0.00100101,0.001001,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,14,0.00200201,0.001001,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,15,1.20736e-08,0.002002,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,16,0.00100101,0.002002,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,17,0.00200201,0.002002,0.00100807,2.94798e-07,0,6.96936e-05,2.3938e-11,0,1.29676e-09,0,-2.9778e-14,0,0,-1.0799e-25,0
0.205,18,0.000204988,0,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,19,0.00120599,0,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,20,0.00220699,0,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,21,0.000204988,0.001001,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,22,0.00120599,0.001001,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,23,0.00220699,0.001001,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,24,0.000204988,0.002002,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,25,0.00120599,0.002002,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.205,26,0.00220699,0.002002,0.00198786,0.000999705,0,-0.000139387,-2.39384e-11,0,-2.60738e-09,0,2.9778e-14,0,0,1.0799e-25,0
0.206,0,4.36036e-14,0,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41726e-16,0,1.34388e-09,0,-1.57792e-30,0,0,-5.063e-41,0
0.206,1,0.001001,0,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41774e-16,0,1.34388e-09,0,-1.57792e-30,0,0,-5.06299e-41,0
0.206,2,0.002002,0,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41821e-16,0,1.34388e-09,0,-1.57794e-30,0,0,-5.06308e-41,0
0.206,3,4.36036e-14,0.001001,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41726e-16,0,1.34388e-09,0,-1.57792e-30,0,0,-5.063e-41,0
0.206,4,0.001001,0.001001,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41774e-16,0,1.34388e-09,0,-1.57792e-30,0,0,-5.06299e-41,0
0.206,5,0.002002,0.001001,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41821e-16,0,1.34388e-09,0,-1.57794e-30,0,0,-5.06308e-41,0
0.206,6,4.36036e-14,0.002002,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41726e-16,0,1.34388e-09,0,-1.57792e-30,0,0,-5.063e-41,0
0.206,7,0.001001,0.002002,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41774e-16,0,1.34388e-09,0,-1.57792e-30,0,0,-5.06299e-41,0
0.206,8,0.002002,0.002002,7.1403e-06,1.91256e-12,0,7.00477e-05,8.41821e-16,0,1.34388e-09,0,-1.57794e-30,0,0,-5.06308e-41,0
0.206,9,1.23713e-08,0,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,10,0.00100101,0,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,11,0.00200201,0,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,12,1.23713e-08,0.001001,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,13,0.00100101,0.001001,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,14,0.00200201,0.001001,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,15,1.23713e-08,0.002002,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,16,0.00100101,0.002002,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,17,0.00200201,0.002002,0.00100814,3.00741e-07,0,7.00476e-05,3.09477e-11,0,1.29678e-09,0,-3.00734e-14,0,0,-1.08547e-25,0
0.206,18,0.000205988,0,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,19,0.00120699,0,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,20,0.00220799,0,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,21,0.000205988,0.001001,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,22,0.00120699,0.001001,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,23,0.00220799,0.001001,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,24,0.000205988,0.002002,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,25,0.00120699,0.002002,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.206,26,0.00220799,0.002002,0.00198772,0.000999699,0,-0.000140095,-3.09485e-11,0,-2.64066e-09,0,3.00734e-14,0,0,1.08547e-25,0
0.207,0,4.55521e-14,0,7.21053e-06,1.99192e-12,0,7.04022e-05,7.24716e-17,0,1.28206e-09,0,-1.72192e-30,0,0,-5.49851e-41,0
0.207,1,0.001001,0,7.21053e-06,1.99192e-12,0,7.04022e-05,7.2451e-17,0,1.28206e-09,0,-1.72193e-30,0,0,-5.4985e-41,0
0.207,2,0.002002,0,7.21053e-06,1.99192e-12,0,7.04022e-05,7.24311e-17,0,1.28206e-09,0,-1.72194e-30,0,0,-5.4986e-41,0
0.207,3,4.55521e-14,0.001001,7.21053e-06,1.99192e-12,0,7.04022e-05,7.24716e-17,0,1.28206e-09,0,-1.72192e-30,0,0,-5.49851e-41,0
0.207,4,0.001001,0.001001,7.21053e-06,1.99192e-12,0,7.04022e-05,7.2451e-17,0,1.28206e-09,0,-1.72193e-30,0,0,-5.4985e-41,0
0.207,5,0.002002,0.001001,7.21053e-06,1.99192e-12,0,7.04022e-05,7.24311e-17,0,1.28206e-09,0,-1.72194e-30,0,0,-5.4986e-41,0
0.207,6,4.55521e-14,0.002002,7.21053e-06,1.99192e-12,0,7.04022e-05,7.24716e-17,0,1.28206e-09,0,-1.72192e-30,0,0,-5.49851e-41,0
0.207,7,0.001001,0.002002,7.21053e-06,1.99192e-12,0,7.04022e-05,7.2451e-17,0,1.28206e-09,0,-1.72193e-30,0,0,-5.4985e-41,0
0.207,8,0.002002,0.002002,7.21053e-06,1.99192e-12,0,7.04022e-05,7.24311e-17,0,1.28206e-09,0,-1.72194e-30,0,0,-5.4986e-41,0
0.207,9,1.2675e-08,0,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,10,0.00100101,0,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,11,0.00200201,0,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,12,1.2675e-08,0.001001,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,13,0.00100101,0.001001,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,14,0.00200201,0.001001,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,15,1.2675e-08,0.002002,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,16,0.00100101,0.002002,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,17,0.00200201,0.002002,0.00100821,3.06701e-07,0,7.04017e-05,1.83655e-11,0,1.29885e-09,0,-3.03704e-14,0,0,-1.09104e-25,0
0.207,18,0.000206987,0,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,19,0.00120799,0,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,20,0.00220899,0,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,21,0.000206987,0.001001,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,22,0.00120799,0.001001,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,23,0.00220899,0.001001,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,24,0.000206987,0.002002,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,25,0.00120799,0.002002,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.207,26,0.00220899,0.002002,0.00198758,0.000999693,0,-0.000140804,-1.83655e-11,0,-2.5809e-09,0,3.03704e-14,0,0,1.09104e-25,0
0.208,0,4.75772e-14,0,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.69165e-16,0,1.25606e-09,0,-1.87828e-30,0,0,-5.9691e-41,0
0.208,1,0.001001,0,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.6921e-16,0,1.25606e-09,0,-1.87828e-30,0,0,-5.96909e-41,0
0.208,2,0.002002,0,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.69256e-16,0,1.25606e-09,0,-1.8783e-30,0,0,-5.9692e-41,0
0.208,3,4.75772e-14,0.001001,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.69165e-16,0,1.25606e-09,0,-1.87828e-30,0,0,-5.9691e-41,0
0.208,4,0.001001,0.001001,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.6921e-16,0,1.25606e-09,0,-1.87828e-30,0,0,-5.96909e-41,0
0.208,5,0.002002,0.001001,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.69256e-16,0,1.25606e-09,0,-1.8783e-30,0,0,-5.9692e-41,0
0.208,6,4.75772e-14,0.002002,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.69165e-16,0,1.25606e-09,0,-1.87828e-30,0,0,-5.9691e-41,0
0.208,7,0.001001,0.002002,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.6921e-16,0,1.25606e-09,0,-1.87828e-30,0,0,-5.96909e-41,0
0.208,8,0.002002,0.002002,7.28111e-06,2.06185e-12,0,7.07559e-05,-2.69256e-16,0,1.25606e-09,0,-1.8783e-30,0,0,-5.9692e-41,0
0.208,9,1.29846e-08,0,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,10,0.00100101,0,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,11,0.00200201,0,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,12,1.29846e-08,0.001001,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,13,0.00100101,0.001001,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,14,0.00200201,0.001001,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,15,1.29846e-08,0.002002,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,16,0.00100101,0.002002,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,17,0.00200201,0.002002,0.00100828,3.12554e-07,0,7.07561e-05,1.31196e-11,0,1.30022e-09,0,-3.06688e-14,0,0,-1.09662e-25,0
0.208,18,0.000207987,0,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,19,0.00120899,0,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,20,0.00220999,0,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,21,0.000207987,0.001001,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,22,0.00120899,0.001001,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,23,0.00220999,0.001001,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,24,0.000207987,0.002002,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,25,0.00120899,0.002002,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.208,26,0.00220999,0.002002,0.00198744,0.000999687,0,-0.000141512,-1.31193e-11,0,-2.55628e-09,0,3.06688e-14,0,0,1.09662e-25,0
0.209,0,4.96813e-14,0,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60328e-16,0,1.31951e-09,0,-2.04798e-30,0,0,-6.47738e-41,0
0.209,1,0.001001,0,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60353e-16,0,1.31951e-09,0,-2.04799e-30,0,0,-6.47737e-41,0
0.209,2,0.002002,0,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60377e-16,0,1.31951e-09,0,-2.04801e-30,0,0,-6.47749e-41,0
0.209,3,4.96813e-14,0.001001,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60328e-16,0,1.31951e-09,0,-2.04798e-30,0,0,-6.47738e-41,0
0.209,4,0.001001,0.001001,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60353e-16,0,1.31951e-09,0,-2.04799e-30,0,0,-6.47737e-41,0
0.209,5,0.002002,0.001001,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60377e-16,0,1.31951e-09,0,-2.04801e-30,0,0,-6.47749e-41,0
0.209,6,4.96813e-14,0.002002,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60328e-16,0,1.31951e-09,0,-2.04798e-30,0,0,-6.47738e-41,0
0.209,7,0.001001,0.002002,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60353e-16,0,1.31951e-09,0,-2.04799e-30,0,0,-6.47737e-41,0
0.209,8,0.002002,0.002002,7.35204e-06,2.13935e-12,0,7.11103e-05,5.60377e-16,0,1.31951e-09,0,-2.04801e-30,0,0,-6.47749e-41,0
0.209,9,1.33002e-08,0,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,10,0.00100101,0,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,11,0.00200201,0,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,12,1.33002e-08,0.001001,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,13,0.00100101,0.001001,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,14,0.00200201,0.001001,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,15,1.33002e-08,0.002002,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,16,0.00100101,0.002002,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,17,0.00200201,0.002002,0.00100835,3.18575e-07,0,7.11107e-05,2.64899e-11,0,1.29962e-09,0,-3.09687e-14,0,0,-1.1022e-25,0
0.209,18,0.000208987,0,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,19,0.00120999,0,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,20,0.00221099,0,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,21,0.000208987,0.001001,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,22,0.00120999,0.001001,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,23,0.00221099,0.001001,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,24,0.000208987,0.002002,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,25,0.00120999,0.002002,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.209,26,0.00221099,0.002002,0.0019873,0.000999681,0,-0.000142221,-2.64905e-11,0,-2.61913e-09,0,3.09687e-14,0,0,1.1022e-25,0
0.21,0,5.18677e-14,0,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54609e-16,0,1.34074e-09,0,-2.2321e-30,0,0,-7.02624e-41,0
0.21,1,0.001001,0,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54653e-16,0,1.34074e-09,0,-2.23211e-30,0,0,-7.02623e-41,0
0.21,2,0.002002,0,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54696e-16,0,1.34074e-09,0,-2.23213e-30,0,0,-7.02635e-41,0
0.21,3,5.18677e-14,0.001001,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54609e-16,0,1.34074e-09,0,-2.2321e-30,0,0,-7.02624e-41,0
0.21,4,0.001001,0.001001,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54653e-16,0,1.34074e-09,0,-2.23211e-30,0,0,-7.02623e-41,0
0.21,5,0.002002,0.001001,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54696e-16,0,1.34074e-09,0,-2.23213e-30,0,0,-7.02635e-41,0
0.21,6,5.18677e-14,0.002002,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54609e-16,0,1.34074e-09,0,-2.2321e-30,0,0,-7.02624e-41,0
0.21,7,0.001001,0.002002,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54653e-16,0,1.34074e-09,0,-2.23211e-30,0,0,-7.02623e-41,0
0.21,8,0.002002,0.002002,7.42333e-06,2.23142e-12,0,7.14657e-05,8.54696e-16,0,1.34074e-09,0,-2.23213e-30,0,0,-7.02635e-41,0
0.21,9,1.36219e-08,0,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,10,0.00100101,0,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,11,0.00200201,0,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,12,1.36219e-08,0.001001,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,13,0.00100101,0.001001,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,14,0.00200201,0.001001,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,15,1.36219e-08,0.002002,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,16,0.00100101,0.002002,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,17,0.00200201,0.002002,0.00100842,3.24869e-07,0,7.14655e-05,3.11199e-11,0,1.29989e-09,0,-3.12702e-14,0,0,-1.10779e-25,0
0.21,18,0.000209986,0,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,19,0.00121099,0,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,20,0.00221199,0,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,21,0.000209986,0.001001,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,22,0.00121099,0.001001,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,23,0.00221199,0.001001,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,24,0.000209986,0.002002,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,25,0.00121099,0.002002,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.21,26,0.00221199,0.002002,0.00198715,0.000999675,0,-0.000142931,-3.11208e-11,0,-2.64063e-09,0,3.12702e-14,0,0,1.10779e-25,0
0.211,0,5.41394e-14,0,7.49497e-06,2.32025e-12,0,7.18209e-05,6.80261e-18,0,1.27898e-09,0,-2.43178e-30,0,0,-7.61873e-41,0
0.211,1,0.001001,0,7.49497e-06,2.32025e-12,0,7.18209e-05,6.77374e-18,0,1.27898e-09,0,-2.43179e-30,0,0,-7.61872e-41,0
0.211,2,0.002002,0,7.49497e-06,2.32025e-12,0,7.18209e-05,6.74551e-18,0,1.27898e-09,0,-2.43182e-30,0,0,-7.61882e-41,0
0.211,3,5.41394e-14,0.001001,7.49497e-06,2.32025e-12,0,7.18209e-05,6.80261e-18,0,1.27898e-09,0,-2.43178e-30,0,0,-7.61873e-41,0
0.211,4,0.001001,0.001001,7.49497e-06,2.32025e-12,0,7.18209e-05,6.77374e-18,0,1.27898e-09,0,-2.43179e-30,0,0,-7.61872e-41,0
0.211,5,0.002002,0.001001,7.49497e-06,2.32025e-12,0,7.18209e-05,6.74551e-18,0,1.27898e-09,0,-2.43182e-30,0,0,-7.61882e-41,0
0.211,6,5.41394e-14,0.002002,7.49497e-06,2.32025e-12,0,7.18209e-05,6.80261e-18,0,1.27898e-09,0,-2.43178e-30,0,0,-7.61873e-41,0
0.211,7,0.001001,0.002002,7.49497e-06,2.32025e-12,0,7.18209e-05,6.77374e-18,0,1.27898e-09,0,-2.43179e-30,0,0,-7.61872e-41,0
0.211,8,0.002002,0.002002,7.49497e-06,2.32025e-12,0,7.18209e-05,6.74551e-18,0,1.27898e-09,0,-2.43182e-30,0,0,-7.61882e-41,0
0.211,9,1.39499e-08,0,0.00100849,3.31156e-07,0,7.18205e-05,1.83096e-11,0,1.30204e-09,0,-3.15732e-14,0,0,-1.11338e-25,0
0.211,10,0.00100101,0,0.00100849,3.31156e-07,0,7.18205e-05,1.83096e-11,0,1.30204e-09,0,-3.15732e-14,0,0,-1.11338e-25,0
0.211,11,0.00200201,0,0.00100849,3.31156e-07,0,7.18205e-05,1.83096e-11,0,1.30204e-09,0,-3.15732e-14,0,0,-1.11338e-25,0
0.211,12,1.39499e-08,0.001001,0.00100849,3.31156e-07,0,7.18205e-05,1.83096e-11,0,1.30204e-09,0,-3.15732e-14,0,0,-1.11338e-25,0
0.211,13,0.00100101,0.001001,0.00100849,3.31156e-07,0,7.18205e-05,1.83096e-11,0,1.30204e-09,0,-3.15732e-14,0,0,-1.11338e-25,0
