timestep,ID,x,y,z,u,v,w,omx,omy,omz,fx,fy,fz,tx,ty,tz 
0.0999901,10,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,11,-nan,-nan,-nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,12,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,13,nan,nan,nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,14,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,15,nan,nan,nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,16,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,17,nan,nan,nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,18,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,19,nan,nan,nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,20,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,21,nan,nan,nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,22,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,23,nan,nan,nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,24,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
0.0999901,25,nan,nan,nan,-nan,-nan,-nan,0,0,0,-nan,-nan,-nan,0,0,0
0.0999901,26,-nan,-nan,-nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0
